name,age,height,nationality,current_club,current_market_value,date_highest_market_value,total_transfer_proceeds,apps_season,goals_season,assists_season,played_minutes,wc_winner,cl_winner,days_in_team,days_to_contract_expiry,international_exp,offence,midfield,defence,liga1,liga2,Asia,Africa,America,Europe,goals*mins
Pablo Martinez,28,180,France,sco angers,800000,283,0,12,0,0,821,0,0,295,799,0,0,0,1,1,0,0,0,0,1,0
Vincent Manceau,27,176,France,sco angers,2000000,96,0,32,0,0,2775,0,0,3217,1165,0,0,0,1,1,0,0,0,0,1,0
Abdoulaye Bamba,26,182,Cote d'Ivoire,sco angers,800000,1569,0,11,0,2,701,0,0,111,434,2,0,0,1,1,0,0,1,0,0,0
Issa Cissokho,32,173,Senegal,sco angers,400000,829,500000,9,0,2,799,0,0,81,69,4,0,0,1,1,0,0,1,0,0,0
Jamel Saihi,30,182,Tunisia,sco angers,1000000,1795,800000,9,0,0,473,0,0,234,434,20,0,1,0,1,0,1,0,0,0,0
Cheikh Ndoye,31,192,Senegal,sco angers,4000000,283,0,31,5,6,2731,0,0,661,69,15,0,1,0,1,0,0,1,0,0,13655
Thomas Mangani,29,183,France,sco angers,2500000,2418,0,34,4,8,2854,0,0,658,434,0,0,1,0,1,0,0,0,0,1,11416
Baptiste Santamaría,22,176,France,sco angers,2500000,96,500000,36,0,0,3020,0,0,295,1165,3,0,1,0,1,0,0,0,0,1,0
Pierrick Capelle,30,181,France,sco angers,800000,443,0,31,4,1,1827,0,0,661,799,0,0,1,0,1,0,0,0,0,1,7308
Flavien Tait,24,175,France,sco angers,300000,686,0,13,1,2,533,0,0,295,434,0,0,1,0,1,0,0,0,0,1,533
Mathias Serin,25,169,France,sco angers,200000,443,0,0,0,24,0,0,0,661,434,0,0,1,0,1,0,0,0,0,1,0
Karl Toko Ekambi,24,186,Cameroon,sco angers,1750000,96,1400000,26,5,4,2000,0,0,295,1165,4,1,0,0,1,0,0,1,0,0,10000
Billy Ketkeophomphone,27,180,France,sco angers,2250000,283,0,5,1,0,291,0,0,661,799,0,1,0,0,1,0,0,0,0,1,291
Gilles Sunu,26,181,Togo,sco angers,2000000,443,3000000,24,0,0,875,0,0,661,434,6,1,0,0,1,0,0,1,0,0,0
Nicolas Pepe,21,178,Cote d'Ivoire,sco angers,750000,96,0,33,3,2,1277,0,0,661,799,3,1,0,0,1,0,0,1,0,0,3831
Jonathan Bamba,21,175,France,sco angers,600000,443,0,23,5,1,1475,0,0,108,69,7,1,0,0,1,0,0,0,0,1,7375
Famara Diédhiou,24,192,Senegal,sco angers,2500000,96,1980000,30,9,1,2224,0,0,294,1165,4,1,0,0,1,0,0,1,0,0,20016
Kévin Bérigaud,28,178,France,sco angers,1500000,989,3000000,25,3,2,1246,0,0,109,69,0,1,0,0,1,0,0,0,0,1,3738
Dickson Nwakaeme,31,187,Nigeria,sco angers,500000,2453,0,9,1,0,300,0,0,295,69,0,1,0,0,1,0,0,1,0,0,300
Férébory Doré,28,193,Congo,sco angers,500000,987,430000,12,0,0,348,0,0,628,69,28,1,0,0,1,0,0,1,0,0,0
Christophe Kerbrat,30,183,France,ea guingamp,2500000,688,0,36,0,1,3196,0,0,2122,69,0,0,0,1,1,0,0,0,0,1,0
Jérémy Sorbon,33,183,France,ea guingamp,1000000,3274,0,33,1,0,2976,0,0,1391,434,0,0,0,1,1,0,0,0,0,1,2976
Marçal,28,178,Brazil,ea guingamp,3000000,96,0,31,0,8,2719,0,0,247,69,0,0,0,1,1,0,0,0,1,0,0
Dorian Lévêque,27,180,France,ea guingamp,1000000,594,0,6,0,0,616,0,0,2487,69,0,0,0,1,1,0,0,0,0,1,0
Reynald Lemaître,33,175,France,ea guingamp,250000,2678,1000000,0,0,0,1,0,0,1570,69,1,0,0,1,1,0,0,0,0,1,0
Jordan Ikoko,23,178,Congo DR,ea guingamp,1250000,283,0,28,0,1,2312,0,0,295,799,3,0,0,1,1,0,0,1,0,0,0
Jonathan Martins Pereira,31,182,France,ea guingamp,1000000,686,0,14,0,0,1108,0,0,493,434,0,0,0,1,1,0,0,0,0,1,0
Baissama Sankoh,25,180,Guinea,ea guingamp,800000,594,0,19,0,0,1333,0,0,2122,434,12,0,0,1,1,0,0,1,0,0,0
Lucas Deaux,28,188,France,ea guingamp,2500000,989,500000,39,1,6,3136,0,0,295,799,0,0,1,0,1,0,0,0,0,1,3136
Mustapha Diallo,30,190,Senegal,ea guingamp,1500000,594,125000,28,5,2,1813,0,0,2852,434,4,0,1,0,1,0,0,1,0,0,9065
Mathieu Bodmer,34,190,France,ea guingamp,1000000,3274,10300000,26,1,1,1544,0,0,89,69,0,0,1,0,1,0,0,0,0,1,1544
Ludovic Blas,19,180,France,ea guingamp,2250000,96,0,26,2,1,1387,0,0,661,1165,6,0,1,0,1,0,0,0,0,1,2774
Étienne Didot,33,175,France,ea guingamp,500000,3404,3000000,26,1,1,1916,0,0,295,434,16,0,1,0,1,0,0,0,0,1,1916
Jérémy Livolant,19,175,France,ea guingamp,150000,96,0,2,0,0,34,0,0,295,0,2,0,1,0,1,0,0,0,0,1,0
Yannis Salibur,26,177,France,ea guingamp,3500000,96,0,31,6,5,2492,0,0,842,434,7,1,0,0,1,0,0,0,0,1,14952
Nicolas Benezet,26,170,France,ea guingamp,2000000,443,2700000,7,2,1,210,0,0,659,799,3,1,0,0,1,0,0,0,0,1,420
Thibault Giresse,35,172,France,ea guingamp,500000,3300,0,16,1,1,932,0,0,2852,69,0,1,0,0,1,0,0,0,0,1,932
Marcus Coco,20,180,France,ea guingamp,2250000,96,0,35,4,2,2566,0,0,661,1165,6,1,0,0,1,0,0,0,0,1,10264
Nill De Pauw,27,180,Belgium,ea guingamp,1750000,668,750000,31,6,2,1202,0,0,661,799,10,1,0,0,1,0,0,0,0,1,7212
Jimmy Briand,31,183,France,ea guingamp,2500000,2307,6000000,35,11,5,2936,0,0,628,69,5,1,0,0,1,0,0,0,0,1,32296
Sloan Privat,27,186,French Guiana,ea guingamp,1750000,1423,1500000,18,5,0,905,0,0,295,0,2,1,0,0,1,0,0,1,0,0,4525
Alexandre Mendy,23,184,France,ea guingamp,600000,443,0,25,6,0,1131,0,0,295,799,0,1,0,0,1,0,0,0,0,1,6786
Sullivan Martinet,20,174,France,ea guingamp,50000,232,0,0,0,21,0,0,0,295,0,0,1,0,0,1,0,0,0,0,1,0
Damien Da Silva,28,184,France,sm caen,3500000,443,300000,32,0,1,2809,0,0,1026,434,0,0,0,1,1,0,0,0,0,1,0
Syam Ben Youssef,28,189,Tunisia,sm caen,1500000,443,0,13,0,0,931,0,0,661,434,37,0,0,1,1,0,1,0,0,0,0
Jordan Adéoti,28,183,Benin,sm caen,1500000,96,0,29,0,1,2298,0,0,1026,69,11,0,0,1,1,0,0,1,0,0,0
Romain Genevois,29,182,Haiti,sm caen,1500000,1172,0,14,0,0,1051,0,0,288,799,8,0,0,1,1,0,0,0,1,0,0
Alaeddine Yahia,35,187,Tunisia,sm caen,400000,2531,1530000,29,1,0,2456,0,0,934,69,25,0,0,1,1,0,1,0,0,0,2456
Emmanuel Imorou,28,181,Benin,sm caen,1500000,686,0,8,0,0,610,0,0,1026,799,10,0,0,1,1,0,0,1,0,0,0
Vincent Bessat,31,178,France,sm caen,1250000,443,0,34,0,5,2642,0,0,661,434,0,0,0,1,1,0,0,0,0,1,0
Chaker Alhadhur,25,172,Comoros,sm caen,800000,594,50000,0,0,0,0,0,0,661,799,7,0,0,1,1,0,0,1,0,0,0
Frédéric Guilbert,22,178,France,sm caen,2000000,283,0,27,0,1,2283,0,0,180,69,1,0,0,1,1,0,0,0,0,1,0
Mouhamadou Dabo,30,176,France,sm caen,1000000,2896,800000,3,0,0,192,0,0,295,799,0,0,0,1,1,0,0,0,0,1,0
Ismaël Diomandé,24,183,Cote d'Ivoire,sm caen,1000000,594,750000,10,0,0,662,0,0,295,799,15,0,1,0,1,0,0,1,0,0,0
Nicolas Seube,37,180,France,sm caen,200000,2896,0,20,0,0,996,0,0,5774,69,0,0,1,0,1,0,0,0,0,1,0
Valentin Voisin,20,181,France,sm caen,150000,283,0,0,0,19,0,0,0,295,799,0,0,1,0,1,0,0,0,0,1,0
Jonathan Delaplace,31,168,France,sm caen,1750000,1397,600000,29,0,4,2233,0,0,659,799,0,0,1,0,1,0,0,0,0,1,0
Jean-Victor Makengo,18,177,France,sm caen,800000,96,0,15,2,0,846,0,0,613,1165,2,0,1,0,1,0,0,0,0,1,1692
Jordan Leborgne,21,173,France,sm caen,800000,96,0,8,0,0,360,0,0,661,434,0,0,1,0,1,0,0,0,0,1,0
Steed Malbranque,37,171,France,sm caen,200000,3365,14600000,12,0,1,356,0,0,295,69,0,0,1,0,1,0,0,0,0,1,0
Jeff Louis,24,171,Haiti,sm caen,1000000,930,5100000,5,0,0,232,0,0,642,799,30,0,1,0,1,0,0,0,1,0,0
Julien Féret,34,187,France,sm caen,900000,1946,5640000,32,2,4,2797,0,0,1026,69,0,0,1,0,1,0,0,0,0,1,5594
Hervé Bazile,27,181,Haiti,sm caen,1500000,686,0,21,2,3,904,0,0,1026,434,0,1,0,0,1,0,0,0,1,0,1808
Yann Karamoh,18,185,France,sm caen,2000000,96,0,31,5,3,1813,0,0,502,434,5,1,0,0,1,0,0,0,0,1,9065
Ronny Rodelin,27,192,France,sm caen,2000000,989,2500000,35,10,4,2769,0,0,270,799,0,1,0,0,1,0,0,0,0,1,27690
Ivan Santini,27,190,Croatia,sm caen,3000000,96,4400000,34,16,2,2842,0,0,262,799,0,1,0,0,1,0,0,0,0,1,45472
Pape Sané,25,187,Senegal,sm caen,1000000,443,900000,15,1,0,448,0,0,447,1165,2,1,0,0,1,0,0,1,0,0,448
Jordan Tell,19,0,France,sm caen b,0,477,0,30,0,0,0,0,0,1391,0,3,1,0,0,0,0,0,0,0,1,0
Erick Cabaco,22,186,Uruguay,as nancy-lorraine,1500000,422,300000,19,0,1,1521,0,0,238,69,16,0,0,1,0,0,0,0,1,0,0
Mickaël Chrétien Basser,32,179,Morocco,as nancy-lorraine,800000,3274,400000,12,0,0,961,0,0,638,434,36,0,0,1,0,0,0,1,0,0,0
Modou Diagne,23,188,Senegal,as nancy-lorraine,600000,283,0,23,0,0,1824,0,0,1026,799,3,0,0,1,0,0,0,1,0,0,0
Vincent Muratori,29,178,France,as nancy-lorraine,900000,3404,0,21,0,0,1762,0,0,1726,799,3,0,0,1,0,0,0,0,0,1,0
Tobias Badila,23,181,France,as nancy-lorraine,600000,96,0,23,1,0,1980,0,0,1391,434,0,0,0,1,0,0,0,0,0,1,1980
Faitout Maouassa,18,170,France,as nancy-lorraine,500000,96,0,14,1,2,878,0,0,661,799,12,0,0,1,0,0,0,0,0,1,878
Julien Cetout,29,181,France,as nancy-lorraine,1500000,96,0,28,1,1,2398,0,0,976,799,15,0,0,1,0,0,0,0,0,1,2398
Joffrey Cuffaut,29,180,France,as nancy-lorraine,750000,884,0,31,2,1,2576,0,0,1391,434,0,0,0,1,0,0,0,0,0,1,5152
Diallo Guidileye,27,181,Mauritania,as nancy-lorraine,850000,2265,700000,26,0,2,1763,0,0,647,799,15,0,1,0,0,0,0,1,0,0,0
Vincent Marchetti,19,181,France,as nancy-lorraine,800000,283,0,17,0,1,1062,0,0,280,1165,0,0,1,0,0,0,0,0,0,1,0
Alou Diarra,35,189,France,as nancy-lorraine,400000,2475,24150000,21,2,0,1531,0,0,233,69,44,0,1,0,0,0,0,0,0,1,3062
Benoît Pedretti,36,178,France,as nancy-lorraine,250000,4327,19000000,24,1,2,1765,0,0,630,69,22,0,1,0,0,0,0,0,0,1,1765
Youssef Aït Bennasser,20,184,Morocco,as nancy-lorraine,2500000,283,3000000,24,3,1,1781,0,0,294,69,7,0,1,0,0,0,0,1,0,0,5343
Serge N'Guessan,22,169,Cote d'Ivoire,as nancy-lorraine,600000,283,0,11,0,1,682,0,0,295,1165,14,0,1,0,0,0,0,1,0,0,0
Loïc Puyo,28,182,France,as nancy-lorraine,800000,96,0,22,4,2,1579,0,0,655,69,0,1,0,0,0,0,0,0,0,1,6316
Karim Coulibaly,23,184,France,as nancy-lorraine,500000,884,0,14,1,0,797,0,0,1391,434,4,1,0,0,0,0,0,0,0,1,797
Anthony Robic,31,181,France,as nancy-lorraine,1000000,283,0,26,1,2,1304,0,0,661,69,0,1,0,0,0,0,0,0,0,1,1304
Issiar Dia,29,173,Senegal,as nancy-lorraine,900000,2283,11800000,30,8,3,1972,0,0,234,69,21,1,0,0,0,0,0,1,0,0,15776
Alexis Busin,21,176,France,as nancy-lorraine,700000,283,0,13,0,0,519,0,0,1026,69,0,1,0,0,0,0,0,0,0,1,0
Anthony Koura,23,180,Burkina Faso,as nancy-lorraine,1250000,283,0,19,1,0,969,0,0,291,799,0,1,0,0,0,0,0,1,0,0,969
Maurice Dalé,31,185,France,as nancy-lorraine,1000000,283,300000,26,5,4,1587,0,0,1026,434,0,1,0,0,0,0,0,0,0,1,7935
Christophe Mandanne,32,172,France,as nancy-lorraine,1000000,688,0,22,3,1,1129,0,0,291,69,0,1,0,0,0,0,0,0,0,1,3387
Youssouf Hadji,37,183,Morocco,as nancy-lorraine,250000,2678,5900000,23,1,1,1212,0,0,1026,69,64,1,0,0,0,0,0,1,0,0,1212
Yann Mabella,21,182,France,as nancy-lorraine,150000,283,0,0,0,22,0,0,0,295,799,0,1,0,0,0,0,0,0,0,1,0
Nicolas N'Koulou,27,184,Cameroon,olympique lyon,8000000,1410,3500000,14,0,1,1320,0,0,295,1165,72,0,0,1,1,0,0,1,0,0,0
Mapou Yanga-Mbiwa,27,184,France,olympique lyon,6500000,1795,26010000,33,0,0,2745,0,0,617,1165,4,0,0,1,1,0,0,0,0,1,0
Emanuel Mammana,21,183,Argentina,olympique lyon,6000000,283,7500000,24,1,0,2097,0,0,290,1530,1,0,0,1,1,0,0,0,1,0,2097
Mouctar Diakhaby,20,189,France,olympique lyon,2000000,96,0,28,5,2,2500,0,0,295,799,6,0,0,1,1,0,0,0,0,1,12500
Maciej Rybus,27,173,Poland,olympique lyon,4000000,789,3250000,24,0,1,1548,0,0,295,799,44,0,0,1,1,0,0,0,0,1,0
Jérémy Morel,33,173,France,olympique lyon,1000000,2787,2500000,39,1,3,3503,0,0,661,434,0,0,0,1,1,0,0,0,0,1,3503
Rafael,26,172,Brazil,olympique lyon,5000000,1390,6200000,35,0,6,2793,0,0,628,799,2,0,0,1,1,0,0,0,1,0,0
Christophe Jallet,33,176,France,olympique lyon,1500000,1566,4000000,18,1,5,1439,0,0,1004,434,13,0,0,1,1,0,0,0,0,1,1439
Jordy Gaspar,19,172,France,olympique lyon,300000,96,0,6,0,1,522,0,0,233,69,1,0,0,1,1,0,0,0,0,1,0
Maxime Gonalons,28,187,France,olympique lyon,14000000,686,0,38,1,3,3218,0,0,2852,434,7,0,1,0,1,0,0,0,0,1,3218
Lucas Tousart,19,185,France,olympique lyon,2500000,96,2600000,28,1,2,2178,0,0,600,799,4,0,1,0,1,0,0,0,0,1,2178
Corentin Tolisso,22,181,France,olympique lyon,18000000,96,0,42,14,6,3465,0,0,1026,1165,1,0,1,0,1,0,0,0,0,1,48510
Sergi Darder,23,180,Spain,olympique lyon,12000000,594,13100000,33,2,3,2098,0,0,602,1165,4,0,1,0,1,0,0,0,0,1,4196
Jordan Ferri,25,172,France,olympique lyon,7500000,686,0,30,3,3,1314,0,0,1756,1165,6,0,1,0,1,0,0,0,0,1,3942
Houssem Aouar,18,175,France,olympique lyon,0,477,138,551,0,0,0,0,0,292,1165,0,0,1,0,1,0,0,0,0,1,0
Mathieu Valbuena,32,167,France,olympique lyon,3000000,1423,13800000,36,8,7,2167,0,0,620,434,52,0,1,0,1,0,0,0,0,1,17336
Memphis Depay,23,176,Netherlands,olympique lyon,25000000,661,50000000,21,5,4,946,0,0,92,1530,27,1,0,0,1,0,0,0,0,1,4730
Maxwel Cornet,20,179,Cote d'Ivoire,olympique lyon,8000000,172,400000,44,8,3,2570,0,0,828,1530,5,1,0,0,1,0,0,1,0,0,20560
Rachid Ghezzal,24,182,Algeria,olympique lyon,7000000,96,0,32,2,7,1632,0,0,1756,69,11,1,0,0,1,0,0,1,0,0,3264
Alexandre Lacazette,25,175,France,olympique lyon,40000000,172,0,40,31,4,3138,0,0,2852,799,10,1,0,0,1,0,0,0,0,1,97278
Nabil Fekir,23,173,France,olympique lyon,12000000,594,0,43,11,11,2888,0,0,1391,1165,7,1,0,0,1,0,0,0,0,1,31768
Jean-Philippe Mateta,19,192,France,olympique lyon,2500000,172,3000000,6,5,0,340,0,0,218,1530,0,1,0,0,1,0,0,0,0,1,1700
Gaëtan Perrin,20,169,France,olympique lyon,300000,96,0,0,0,0,0,0,0,295,799,0,1,0,0,1,0,0,0,0,1,0
Paul Baysse,28,184,France,ogc nice,4000000,96,2600000,21,2,0,1812,0,0,295,434,6,0,0,1,1,0,0,0,0,1,3624
Malang Sarr,18,182,France,ogc nice,3500000,96,0,30,1,2,2479,0,0,295,1530,4,0,0,1,1,0,0,0,0,1,2479
Maxime Le Marchand,27,185,France,ogc nice,2500000,96,600000,11,1,0,838,0,0,661,434,0,0,0,1,1,0,0,0,0,1,838
Dante,33,188,Brazil,ogc nice,2000000,1392,14900000,35,0,3,3150,0,1,242,799,14,0,0,1,1,0,0,0,1,0,0
Gautier Lloris,21,191,France,ogc nice,150000,594,0,0,0,0,0,0,0,661,69,0,0,0,1,1,0,0,0,0,1,0
Dalbert,23,182,Brazil,ogc nice,5000000,96,2000000,34,0,3,2898,0,0,290,1530,0,0,0,1,1,0,0,0,1,0,0
Olivier Boscagli,19,181,France,ogc nice,1000000,443,0,4,0,0,311,0,0,661,0,7,0,0,1,1,0,0,0,0,1,0
Ricardo Pereira,23,175,Portugal,ogc nice,9000000,172,1600000,26,1,3,2315,0,0,600,69,2,0,0,1,1,0,0,0,0,1,2315
Arnaud Souquet,25,179,France,ogc nice,1250000,172,1250000,26,1,6,2318,0,0,271,1165,5,0,0,1,1,0,0,0,0,1,2318
Patrick Burner,21,168,France,ogc nice,400000,96,0,5,0,0,379,0,0,295,799,0,0,0,1,1,0,0,0,0,1,0
Rémi Walter,21,175,France,ogc nice,3000000,96,1000000,24,0,1,1471,0,0,462,799,11,0,1,0,1,0,0,0,0,1,0
Albert Rafetraniaina,20,176,Madagascar,ogc nice,800000,660,0,1,0,0,16,0,0,661,434,0,0,1,0,1,0,0,1,0,0,0
Jean Michaël Seri,25,165,Cote d'Ivoire,ogc nice,12000000,96,1000000,34,6,9,2892,0,0,661,799,13,0,1,0,1,0,0,1,0,0,17352
Vincent Koziello,21,168,France,ogc nice,11000000,172,0,29,1,0,1852,0,0,661,434,4,0,1,0,1,0,0,0,0,1,1852
Wylan Cyprien,22,180,France,ogc nice,10000000,96,5000000,34,9,3,2731,0,0,269,1530,2,0,1,0,1,0,0,0,0,1,24579
Mounir Obbadi,34,172,Morocco,ogc nice,1000000,1194,1200000,12,0,0,732,0,0,81,69,22,0,1,0,1,0,0,1,0,0,0
Younès Belhanda,27,177,Morocco,ogc nice,9000000,1773,8500000,31,3,6,2359,0,0,234,69,36,0,1,0,1,0,0,1,0,0,7077
Valentin Eysseric,25,177,France,ogc nice,4000000,443,1500000,30,3,8,2069,0,0,1563,69,3,0,1,0,1,0,0,0,0,1,6207
Arnaud Lusamba,20,180,France,ogc nice,2000000,283,2500000,9,0,1,442,0,0,277,1530,6,0,1,0,1,0,0,0,0,1,0
Loïc Perrin,31,181,France,as saint-étienne,7500000,686,0,36,4,2,3086,0,0,5044,1165,0,0,0,1,0,0,0,0,0,1,12344
Léo Lacroix,25,197,Switzerland,as saint-étienne,3500000,96,3000000,29,0,0,2378,0,0,234,1165,0,0,0,1,0,0,0,0,0,1,0
Florentin Pogba,26,189,Guinea,as saint-étienne,3000000,443,500000,27,1,1,2253,0,0,1691,434,14,0,0,1,0,0,0,1,0,0,2253
Cheikh M'Bengue,28,183,Senegal,as saint-étienne,2000000,2472,2000000,17,0,1,1363,0,0,276,799,31,0,0,1,0,0,0,1,0,0,0
Pierre-Yves Polomat,23,183,France,as saint-étienne,1250000,443,0,15,0,2,1210,0,0,1391,799,2,0,0,1,0,0,0,0,0,1,0
Kévin Théophile-Catherine,27,183,France,as saint-étienne,4000000,1566,4500000,37,0,2,3269,0,0,661,434,1,0,0,1,0,0,0,0,0,1,0
Kévin Malcuit,25,178,France,as saint-étienne,1250000,96,500000,30,0,4,2585,0,0,603,799,0,0,0,1,0,0,0,0,0,1,0
Ronaël Pierre-Gabriel,18,177,France,as saint-étienne,600000,96,0,12,0,0,869,0,0,295,1530,1,0,0,1,0,0,0,0,0,1,0
Bryan Dabo,25,187,France,as saint-étienne,4000000,283,4000000,22,0,1,1099,0,0,295,1165,1,0,1,0,0,0,0,0,0,1,0
Fabien Lemoine,30,175,France,as saint-étienne,3000000,686,1500000,22,1,0,1256,0,0,2082,434,1,0,1,0,0,0,0,0,0,1,1256
Vincent Pajot,26,180,France,as saint-étienne,2500000,1566,0,31,1,0,1772,0,0,661,799,15,0,1,0,0,0,0,0,0,1,1772
Jérémy Clément,32,180,France,as saint-étienne,1000000,2896,5300000,5,0,0,380,0,0,2098,434,6,0,1,0,0,0,0,0,0,1,0
Habib Maïga,21,181,Cote d'Ivoire,as saint-étienne b,0,477,0,90,0,0,0,0,0,825,799,0,0,1,0,0,0,0,1,0,0,0
Jordan Veretout,24,177,France,as saint-étienne,8000000,686,10000000,37,4,4,3039,0,0,241,69,8,0,1,0,0,0,0,0,0,1,12156
Ole Selnaes,22,187,Norway,as saint-étienne,3000000,443,3200000,32,0,0,2540,0,0,449,1165,9,0,1,0,0,0,0,0,0,1,0
Erin Pinheiro,19,190,Cape Verde,as saint-étienne,150000,564,0,0,0,19,0,0,0,618,69,0,0,1,0,0,0,0,1,0,0,0
Henri Saivet,26,175,Senegal,as saint-étienne,5000000,438,6000000,29,1,3,2101,0,0,241,69,19,0,1,0,0,0,0,1,0,0,2101
Benjamin Corgnet,30,179,France,as saint-étienne,1000000,1194,9000000,8,1,0,184,0,0,1381,69,0,0,1,0,0,0,0,0,0,1,184
Kévin Monnet-Paquet,28,184,France,as saint-étienne,2500000,1423,3000000,44,5,4,3112,0,0,1026,434,6,1,0,0,0,0,0,0,0,1,15560
Arnaud Nordin,18,170,France,as saint-étienne,0,477,648,648,0,0,0,0,0,151,799,2,1,0,0,0,0,0,0,0,1,0
Romain Hamouma,30,178,France,as saint-étienne,4000000,989,5200000,34,7,7,2278,0,0,1738,434,0,1,0,0,0,0,0,0,0,1,15946
Oussama Tannane,23,178,Morocco,as saint-étienne,3000000,172,2500000,28,2,1,1795,0,0,466,1165,6,1,0,0,0,0,0,1,0,0,3590
Jorginho,21,171,Portugal,as saint-étienne,800000,59,1000000,19,6,3,1259,0,0,-70,69,10,1,0,0,0,0,0,0,0,1,7554
